"","hgnc_symbol","ensembl_gene_id","gene_biotype","chromosome_name","start_position","end_position","strand"
"19494","TRAJ24","ENSG00000211865","TR_J_gene","14",22519969,22520031,1
"19495","TRAJ25","ENSG00000211864","TR_J_gene","14",22518812,22518871,1
"19496","TRAJ26","ENSG00000211863","TR_J_gene","14",22518446,22518505,1
"19497","TRAJ27","ENSG00000211862","TR_J_gene","14",22516273,22516331,1
"19498","TRAJ28","ENSG00000211861","TR_J_gene","14",22515623,22515688,1
"19499","TRAJ29","ENSG00000211860","TR_J_gene","14",22513939,22513998,1
"19500","TRAJ3","ENSG00000211886","TR_J_gene","14",22543179,22543240,1
"19501","TRAJ30","ENSG00000211859","TR_J_gene","14",22512852,22512908,1
"19502","TRAJ31","ENSG00000211858","TR_J_gene","14",22510968,22511024,1
"19503","TRAJ32","ENSG00000211857","TR_J_gene","14",22509341,22509406,1
"19504","TRAJ33","ENSG00000211856","TR_J_gene","14",22508602,22508658,1
"19505","TRAJ34","ENSG00000211855","TR_J_gene","14",22507666,22507723,1
"19506","TRAJ35","ENSG00000211854","TR_J_gene","14",22506644,22506702,1
"19507","TRAJ36","ENSG00000276699","TR_J_gene","14",22505110,22505167,1
"19508","TRAJ37","ENSG00000278661","TR_J_gene","14",22503750,22503814,1
"19509","TRAJ38","ENSG00000211851","TR_J_gene","14",22502231,22502292,1
"19510","TRAJ39","ENSG00000211850","TR_J_gene","14",22501601,22501663,1
"19511","TRAJ4","ENSG00000211885","TR_J_gene","14",22542199,22542261,1
"19512","TRAJ40","ENSG00000211849","TR_J_gene","14",22499689,22499749,1
"19513","TRAJ41","ENSG00000211848","TR_J_gene","14",22497657,22497718,1
"19514","TRAJ42","ENSG00000211847","TR_J_gene","14",22496887,22496952,1
"19515","TRAJ43","ENSG00000211846","TR_J_gene","14",22495913,22495966,1
"19516","TRAJ44","ENSG00000211845","TR_J_gene","14",22494821,22494883,1
"19517","TRAJ45","ENSG00000211844","TR_J_gene","14",22493925,22493990,1
"19518","TRAJ46","ENSG00000211843","TR_J_gene","14",22493403,22493465,1
"19519","TRAJ47","ENSG00000211842","TR_J_gene","14",22492851,22492907,1
"19520","TRAJ48","ENSG00000211841","TR_J_gene","14",22490491,22490553,1
"19521","TRAJ49","ENSG00000211840","TR_J_gene","14",22489488,22489543,1
"19522","TRAJ5","ENSG00000211884","TR_J_gene","14",22540247,22540306,1
"19523","TRAJ50","ENSG00000211839","TR_J_gene","14",22488593,22488652,1
"19524","TRAJ51","ENSG00000248366","TR_J_pseudogene","14",22487183,22487245,1
"19525","TRAJ52","ENSG00000211838","TR_J_gene","14",22486228,22486296,1
"19526","TRAJ53","ENSG00000211837","TR_J_gene","14",22483004,22483069,1
"19527","TRAJ54","ENSG00000211836","TR_J_gene","14",22482287,22482346,1
"19528","TRAJ55","ENSG00000250688","TR_J_pseudogene","14",22481697,22481753,1
"19529","TRAJ56","ENSG00000211835","TR_J_gene","14",22479521,22479582,1
"19530","TRAJ57","ENSG00000211834","TR_J_gene","14",22478872,22478934,1
"19531","TRAJ58","ENSG00000211833","TR_J_gene","14",22477707,22477769,1
"19532","TRAJ59","ENSG00000211832","TR_J_gene","14",22476553,22476606,1
"19533","TRAJ6","ENSG00000211883","TR_J_gene","14",22539073,22539134,1
"19534","TRAJ60","ENSG00000249446","TR_J_pseudogene","14",22476306,22476362,1
"19535","TRAJ61","ENSG00000211831","TR_J_gene","14",22475316,22475375,1
"19536","TRAJ7","ENSG00000211882","TR_J_gene","14",22537622,22537680,1
"19537","TRAJ8","ENSG00000211881","TR_J_pseudogene","14",22536145,22536204,1
"19538","TRAJ9","ENSG00000211880","TR_J_gene","14",22535554,22535614,1
"19539","TRAP1","ENSG00000126602","protein_coding","16",3651639,3717553,-1
"19540","TRAPPC6B","ENSG00000182400","protein_coding","14",39147811,39170532,-1
"19541","TRAV1-1","ENSG00000255569","TR_V_gene","14",21621838,21622567,1
"19542","TRAV1-2","ENSG00000256553","TR_V_gene","14",21642889,21643578,1
"19543","TRAV10","ENSG00000211784","TR_V_gene","14",21825472,21826075,1
"19544","TRAV11","ENSG00000256474","TR_V_pseudogene","14",21829539,21830070,1
"19545","TRAV12-1","ENSG00000211785","TR_V_gene","14",21841240,21841774,1
"19546","TRAV12-2","ENSG00000211789","TR_V_gene","14",21887857,21888502,1
"19547","TRAV12-3","ENSG00000211794","TR_V_gene","14",21965451,21966061,1
"19548","TRAV13-1","ENSG00000211788","TR_V_gene","14",21868839,21869365,1
"19549","TRAV13-2","ENSG00000211791","TR_V_gene","14",21918188,21918756,1
"19550","TRAV14DV4","ENSG00000211792","TR_V_gene","14",21924063,21924651,1
"19551","TRAV15","ENSG00000258482","TR_V_pseudogene","14",21950406,21950654,1
"19552","TRAV16","ENSG00000211796","TR_V_gene","14",21990496,21990938,1
"19553","TRAV17","ENSG00000211797","TR_V_gene","14",21997539,21998168,1
"19554","TRAV18","ENSG00000211798","TR_V_gene","14",22003106,22003673,1
"19555","TRAV19","ENSG00000211799","TR_V_gene","14",22007512,22008181,1
"19556","TRAV2","ENSG00000211776","TR_V_gene","14",21712321,21712843,1
"19557","TRAV20","ENSG00000211800","TR_V_gene","14",22040594,22041153,1
"19558","TRAV21","ENSG00000211801","TR_V_gene","14",22052514,22053056,1
"19559","TRAV22","ENSG00000211802","TR_V_gene","14",22070557,22071208,1
"19560","TRAV23DV6","ENSG00000211803","TR_V_gene","14",22086407,22086961,1
"19561","TRAV24","ENSG00000211805","TR_V_gene","14",22105343,22105846,1
"19562","TRAV25","ENSG00000211806","TR_V_gene","14",22112347,22113031,1
"19563","TRAV26-1","ENSG00000211807","TR_V_gene","14",22123318,22124285,1
"19564","TRAV26-2","ENSG00000211812","TR_V_gene","14",22202583,22203368,1
"19565","TRAV27","ENSG00000211809","TR_V_gene","14",22147995,22148633,1
"19566","TRAV28","ENSG00000258835","TR_V_pseudogene","14",22155079,22155638,1
"19567","TRAV29DV5","ENSG00000211810","TR_V_gene","14",22163238,22163870,1
"19568","TRAV3","ENSG00000211777","TR_V_gene","14",21723713,21724321,1
"19569","TRAV30","ENSG00000259092","TR_V_gene","14",22168429,22168988,1
"19570","TRAV31","ENSG00000249048","TR_V_pseudogene","14",22177273,22177864,1
"19571","TRAV32","ENSG00000258905","TR_V_pseudogene","14",22185562,22186057,1
"19572","TRAV33","ENSG00000258812","TR_V_pseudogene","14",22190158,22190713,1
"19573","TRAV34","ENSG00000211813","TR_V_gene","14",22207522,22208129,1
"19574","TRAV35","ENSG00000211814","TR_V_pseudogene","14",22221896,22222475,1
"19575","TRAV36DV7","ENSG00000211815","TR_V_gene","14",22226746,22227254,1
"19576","TRAV37","ENSG00000259068","TR_V_pseudogene","14",22265749,22266264,1
"19577","TRAV38-1","ENSG00000211816","TR_V_gene","14",22271968,22272563,1
"19578","TRAV38-2DV8","ENSG00000211817","TR_V_gene","14",22281105,22281748,1
"19579","TRAV39","ENSG00000211818","TR_V_gene","14",22304054,22304553,1
"19580","TRAV4","ENSG00000211778","TR_V_gene","14",21736152,21736982,1
"19581","TRAV40","ENSG00000211819","TR_V_gene","14",22314490,22314919,1
"19582","TRAV41","ENSG00000211820","TR_V_gene","14",22320188,22320691,1
"19583","TRAV5","ENSG00000211779","TR_V_gene","14",21749178,21749705,1
"19584","TRAV6","ENSG00000211780","TR_V_gene","14",21768489,21769080,1
"19585","TRAV7","ENSG00000211781","TR_V_gene","14",21782993,21783503,1
"19586","TRAV8-1","ENSG00000211782","TR_V_gene","14",21797287,21797886,1
"19587","TRAV8-2","ENSG00000211786","TR_V_gene","14",21846537,21847221,1
"19588","TRAV8-3","ENSG00000211787","TR_V_gene","14",21852558,21853006,1
"19589","TRAV8-4","ENSG00000211790","TR_V_gene","14",21894433,21895030,1
"19590","TRAV8-5","ENSG00000256379","TR_V_pseudogene","14",21903077,21904598,1
"19591","TRAV8-6","ENSG00000211795","TR_V_gene","14",21978459,21979120,1
"19592","TRAV8-7","ENSG00000211808","TR_V_gene","14",22132553,22133034,1
"19593","TRAV9-1","ENSG00000211783","TR_V_gene","14",21811502,21811977,1
"19594","TRAV9-2","ENSG00000211793","TR_V_gene","14",21941128,21941657,1
"19595","TRDC","ENSG00000211829","TR_C_gene","14",22462932,22465787,1
"19596","TRDD1","ENSG00000223997","TR_D_gene","14",22438547,22438554,1
"19597","TRDD2","ENSG00000237235","TR_D_gene","14",22439007,22439015,1
"19598","TRDD3","ENSG00000228985","TR_D_gene","14",22449113,22449125,1
"19599","TRDJ1","ENSG00000211825","TR_J_gene","14",22450089,22450139,1
"19600","TRDJ2","ENSG00000211827","TR_J_gene","14",22456689,22456742,1
"19601","TRDJ3","ENSG00000211828","TR_J_gene","14",22459098,22459156,1
"19602","TRDJ4","ENSG00000211826","TR_J_gene","14",22455249,22455296,1
"19603","TRDV1","ENSG00000211804","TR_V_gene","14",22096032,22096619,1
"19604","TRDV2","ENSG00000211821","TR_V_gene","14",22422371,22423042,1
"19605","TRDV3","ENSG00000256590","TR_V_gene","14",22469041,22469698,-1
"19606","TRIM13","ENSG00000204977","protein_coding","13",49995888,50020481,1
"19607","TRIM69","ENSG00000278211","protein_coding","HSCHR15_3_CTG8",52357,91200,1
"19608","TRIM69","ENSG00000185880","protein_coding","15",44728988,44767829,1
"19609","TRIM72","ENSG00000177238","protein_coding","16",31214119,31231537,1
"19610","TRIM9","ENSG00000100505","protein_coding","14",50975262,51096061,-1
"19611","TRIP11","ENSG00000100815","protein_coding","14",91965991,92040896,-1
"19612","TRIP4","ENSG00000103671","protein_coding","15",64387748,64455303,1
"19613","TRMT5","ENSG00000126814","protein_coding","14",60971441,60981170,-1
"19614","TRMT61A","ENSG00000166166","protein_coding","14",103529196,103537073,1
"19615","TRPC4","ENSG00000133107","protein_coding","13",37632063,37869802,-1
"19616","TRPM1","ENSG00000274965","protein_coding","HSCHR15_4_CTG8",3286821,3447037,-1
"19617","TRPM1","ENSG00000134160","protein_coding","15",31001065,31161160,-1
"19618","TRPM7","ENSG00000092439","protein_coding","15",50552473,50686797,-1
"19619","TSC2","ENSG00000103197","protein_coding","16",2047967,2089491,1
"19620","TSC22D1","ENSG00000102804","protein_coding","13",44432143,44577147,-1
"19621","TSC22D1-AS1","ENSG00000278156","lncRNA","13",44575766,44755728,1
"19622","TSHR","ENSG00000165409","protein_coding","14",80954989,81146306,1
"19623","TSPAN3","ENSG00000140391","protein_coding","15",77041404,77083984,-1
"19624","TSR3","ENSG00000007520","protein_coding","16",1349240,1351878,-1
"19625","TSSK4","ENSG00000285140","protein_coding","HG1_PATCH",506674,509340,1
"19626","TSSK4","ENSG00000139908","protein_coding","14",24205696,24208362,1
"19627","TTBK2","ENSG00000128881","protein_coding","15",42738730,42920809,-1
"19628","TTC23","ENSG00000103852","protein_coding","15",99136323,99251223,-1
"19629","TTC5","ENSG00000291781","protein_coding","HG2526_HG2573_PATCH",459239,508641,-1
"19630","TTC5","ENSG00000136319","protein_coding","14",20256558,20305960,-1
"19631","TTC6","ENSG00000139865","protein_coding","14",37595629,38041442,1
"19632","TTC7B","ENSG00000165914","protein_coding","14",90524564,90816479,-1
"19633","TTC8","ENSG00000165533","protein_coding","14",88824153,88881078,1
"19634","TTC9","ENSG00000133985","protein_coding","14",70641916,70675366,1
"19635","TTLL5","ENSG00000119685","protein_coding","14",75633625,75955079,1
"19636","TUBA3C","ENSG00000198033","protein_coding","13",19173772,19181824,-1
"19637","TUBGCP3","ENSG00000126216","protein_coding","13",112485011,112588205,-1
"19638","TUBGCP3","ENSG00000282003","protein_coding","HSCHR13_1_CTG1",285979,305684,-1
"19639","TUBGCP4","ENSG00000137822","protein_coding","15",43369221,43409771,1
"19640","TUBGCP5","ENSG00000276856","protein_coding","HSCHR15_1_CTG3",80186,136694,-1
"19641","TUBGCP5","ENSG00000280807","protein_coding","HSCHR15_2_CTG3",1630,4406,-1
"19642","TUBGCP5","ENSG00000275835","protein_coding","15",22983192,23039572,-1
"19643","TUFM","ENSG00000178952","protein_coding","16",28842411,28846348,-1
"19644","TUNAR","ENSG00000250366","protein_coding","14",95866587,95925663,1
"19645","TUSC8","ENSG00000237361","lncRNA","13",44397630,44414920,-1
"19646","TVP23A","ENSG00000166676","protein_coding","16",10760919,10818794,-1
"19647","TXNDC11","ENSG00000153066","protein_coding","16",11679083,11742857,-1
"19648","TXNDC16","ENSG00000087301","protein_coding","14",52429472,52552547,-1
"19649","TYRO3","ENSG00000092445","protein_coding","15",41557675,41583589,1
"19650","UACA","ENSG00000137831","protein_coding","15",70654554,70763558,-1
"19651","UBAC2","ENSG00000134882","protein_coding","13",99200774,99386504,1
"19652","UBAC2-AS1","ENSG00000228889","lncRNA","13",99181223,99201558,-1
"19653","UBALD1","ENSG00000153443","protein_coding","16",4608883,4615027,-1
"19654","UBAP1L","ENSG00000246922","protein_coding","15",65092760,65115200,-1
"19655","UBE2I","ENSG00000103275","protein_coding","16",1291444,1327018,1
"19656","UBE2L5","ENSG00000236444","protein_coding","13",30422488,30429758,1
"19657","UBE2Q2","ENSG00000140367","protein_coding","15",75843307,75901078,1
"19658","UBE3A","ENSG00000114062","protein_coding","15",25333728,25439051,-1
"19659","UBFD1","ENSG00000103353","protein_coding","16",23557721,23574389,1
"19660","UBL3","ENSG00000122042","protein_coding","13",29764371,29850617,-1
"19661","UBL7","ENSG00000288408","protein_coding","HG2198_PATCH",275246,290451,-1
"19662","UBL7","ENSG00000138629","protein_coding","15",74445977,74461182,-1
"19663","UBN1","ENSG00000118900","protein_coding","16",4846665,4882401,1
"19664","UBR1","ENSG00000159459","protein_coding","15",42942897,43106113,-1
"19665","UBR7","ENSG00000012963","protein_coding","14",93207241,93229215,1
"19666","UBR7","ENSG00000278787","protein_coding","HSCHR14_7_CTG1",321618,343777,1
"19667","UCHL3","ENSG00000118939","protein_coding","13",75549483,75606020,1
"19668","UFM1","ENSG00000120686","protein_coding","13",38349849,38363619,1
"19669","UGGT2","ENSG00000102595","protein_coding","13",95801580,96053482,-1
"19670","ULK3","ENSG00000140474","protein_coding","15",74836118,74843346,-1
"19671","UMOD","ENSG00000169344","protein_coding","16",20333051,20356301,-1
"19672","UNC13C","ENSG00000137766","protein_coding","15",53978201,54628707,1
"19673","UNC45A","ENSG00000140553","protein_coding","15",90930180,90954093,1
"19674","UNC79","ENSG00000276416","protein_coding","HSCHR14_7_CTG1",447781,822438,1
"19675","UNC79","ENSG00000133958","protein_coding","14",93333219,93707876,1
"19676","UNKL","ENSG00000059145","protein_coding","16",1363205,1414751,-1
"19677","UPF3A","ENSG00000169062","protein_coding","13",114281601,114305817,1
"19678","UQCRC2","ENSG00000140740","protein_coding","16",21953288,21983660,1
"19679","URAD","ENSG00000183463","protein_coding","13",27977717,27988693,-1
"19680","USP12","ENSG00000152484","protein_coding","13",27066156,27171811,-1
"19681","USP12-AS1","ENSG00000232162","lncRNA","13",27110354,27183514,1
"19682","USP3","ENSG00000140455","protein_coding","15",63504511,63594640,1
"19683","USP3-AS1","ENSG00000259248","lncRNA","15",63544247,63601589,-1
"19684","USP31","ENSG00000103404","protein_coding","16",23061406,23149452,-1
"19685","USP50","ENSG00000170236","protein_coding","15",50494018,50546708,-1
"19686","USP7","ENSG00000187555","protein_coding","16",8892097,8975328,-1
"19687","USP8","ENSG00000138592","protein_coding","15",50424380,50514421,1
"19688","USPL1","ENSG00000132952","protein_coding","13",30617693,30660770,1
"19689","UTP14C","ENSG00000253797","protein_coding","13",52024691,52033600,1
"19690","VASH1","ENSG00000071246","protein_coding","14",76761468,76783015,1
"19691","VASN","ENSG00000168140","protein_coding","16",4371848,4383538,1
"19692","VASN","ENSG00000274334","protein_coding","HSCHR16_3_CTG1",74171,85851,1
"19693","VCPKMT","ENSG00000100483","protein_coding","14",50108632,50116600,-1
"19694","VIPAS39","ENSG00000151445","protein_coding","14",77426675,77457952,-1
"19695","VKORC1","ENSG00000167397","protein_coding","16",31090842,31095980,-1
"19696","VPS13C","ENSG00000129003","protein_coding","15",61852389,62060473,-1
"19697","VPS18","ENSG00000104142","protein_coding","15",40894450,40903975,1
"19698","VPS33B","ENSG00000184056","protein_coding","15",90998673,91022603,-1
"19699","VPS33B-DT","ENSG00000214432","lncRNA","15",90994657,91036611,1
"19700","VPS35","ENSG00000069329","protein_coding","16",46656132,46689518,-1
"19701","VPS35L","ENSG00000103544","protein_coding","16",19555240,19706793,1
"19702","VPS36","ENSG00000136100","protein_coding","13",52412602,52450634,-1
"19703","VPS39","ENSG00000166887","protein_coding","15",42158701,42208307,-1
"19704","VRK1","ENSG00000100749","protein_coding","14",96797304,96954846,1
"19705","VRTN","ENSG00000133980","protein_coding","14",74303069,74360008,1
"19706","VSX2","ENSG00000119614","protein_coding","14",74239449,74262738,1
"19707","VTI1B","ENSG00000100568","protein_coding","14",67647085,67674820,-1
"19708","VWA3A","ENSG00000175267","protein_coding","16",22092538,22156964,1
"19709","VWA8","ENSG00000102763","protein_coding","13",41566835,41961120,-1
"19710","VWA8-AS1","ENSG00000278338","lncRNA","13",41955808,41981577,1
"19711","WASF3","ENSG00000132970","protein_coding","13",26557683,26688948,1
"19712","WASF3-AS1","ENSG00000237001","lncRNA","13",26606544,26641793,-1
"19713","WASIR2","ENSG00000231439","lncRNA","16",22845,25191,1
"19714","WBP4","ENSG00000120688","protein_coding","13",41061509,41084006,1
"19715","WDFY2","ENSG00000139668","protein_coding","13",51584455,51767709,1
"19716","WDHD1","ENSG00000198554","protein_coding","14",54938949,55027105,-1
"19717","WDR20","ENSG00000140153","protein_coding","14",102139503,102224847,1
"19718","WDR24","ENSG00000127580","protein_coding","16",684622,690444,-1
"19719","WDR25","ENSG00000176473","protein_coding","14",100376418,100530303,1
"19720","WDR72","ENSG00000166415","protein_coding","15",53513741,53762878,-1
"19721","WDR73","ENSG00000291629","protein_coding","HG2280_PATCH",1131131,1146189,-1
"19722","WDR73","ENSG00000177082","protein_coding","15",84639285,84654343,-1
"19723","WDR76","ENSG00000092470","protein_coding","15",43826980,43868412,1
"19724","WDR89","ENSG00000140006","protein_coding","14",63597039,63641871,-1
"19725","WDR90","ENSG00000161996","protein_coding","16",649311,667833,1
"19726","WDR93","ENSG00000140527","protein_coding","15",89690811,89743638,1
"19727","WFIKKN1","ENSG00000127578","protein_coding","16",629239,634117,1
"19728","WHAMM","ENSG00000156232","protein_coding","15",82809628,82836108,1
"19729","XPO4","ENSG00000132953","protein_coding","13",20777329,20903048,-1
"19730","XPO6","ENSG00000169180","protein_coding","16",28097976,28211965,-1
"19731","XRCC3","ENSG00000126215","protein_coding","14",103697609,103715504,-1
"19732","XYLT1","ENSG00000285395","protein_coding","HG2263_PATCH",103030,472459,-1
"19733","XYLT1","ENSG00000103489","protein_coding","16",17101769,17470960,-1
"19734","YLPM1","ENSG00000119596","protein_coding","14",74763316,74859435,1
"19735","YPEL3","ENSG00000090238","protein_coding","16",30092314,30096915,-1
"19736","YY1","ENSG00000100811","protein_coding","14",100238298,100282788,1
"19737","ZAR1L","ENSG00000189167","protein_coding","13",32303699,32315363,-1
"19738","ZBTB1","ENSG00000126804","protein_coding","14",64503712,64533690,1
"19739","ZBTB25","ENSG00000089775","protein_coding","14",64449106,64505213,-1
"19740","ZBTB42","ENSG00000179627","protein_coding","14",104800596,104804712,1
"19741","ZC2HC1C","ENSG00000119703","protein_coding","14",75064109,75119502,1
"19742","ZC3H13","ENSG00000123200","protein_coding","13",45954465,46052759,-1
"19743","ZC3H14","ENSG00000100722","protein_coding","14",88562970,88627596,1
"19744","ZC3H7A","ENSG00000122299","protein_coding","16",11750586,11797258,-1
"19745","ZDHHC20","ENSG00000180776","protein_coding","13",21348784,21459370,-1
"19746","ZDHHC20-IT1","ENSG00000236953","lncRNA","13",21376977,21377874,-1
"19747","ZDHHC22","ENSG00000177108","protein_coding","14",77131270,77142734,-1
"19748","ZFAND6","ENSG00000086666","protein_coding","15",80059568,80140292,1
"19749","ZFHX2","ENSG00000136367","protein_coding","14",23520857,23556192,-1
"19750","ZFHX2-AS1","ENSG00000157306","lncRNA","14",23511760,23560778,1
"19751","ZFP36L1","ENSG00000185650","protein_coding","14",68787660,68796253,-1
"19752","ZFYVE1","ENSG00000165861","protein_coding","14",72969451,73027131,-1
"19753","ZFYVE19","ENSG00000166140","protein_coding","15",40807086,40815084,1
"19754","ZFYVE21","ENSG00000100711","protein_coding","14",103715730,103733668,1
"19755","ZFYVE26","ENSG00000072121","protein_coding","14",67727374,67816590,-1
"19756","ZG16","ENSG00000174992","protein_coding","16",29778256,29782973,1
"19757","ZG16B","ENSG00000283056","protein_coding","HSCHR16_5_CTG1",9718,19047,1
"19758","ZG16B","ENSG00000162078","protein_coding","16",2830253,2839585,1
"19759","ZIC2","ENSG00000043355","protein_coding","13",99981784,99986765,1
"19760","ZIC5","ENSG00000139800","protein_coding","13",99962964,99971767,-1
"19761","ZKSCAN2","ENSG00000155592","protein_coding","16",25236001,25257845,-1
"19762","ZKSCAN2-DT","ENSG00000274925","lncRNA","16",25257952,25355763,1
"19763","ZMYM2","ENSG00000121741","protein_coding","13",19958677,20091829,1
"19764","ZMYM5","ENSG00000132950","protein_coding","13",19823482,19863649,-1
"19765","ZNF10","ENSG00000256223","protein_coding","12",133130575,133159465,1
"19766","ZNF106","ENSG00000103994","protein_coding","15",42412823,42491141,-1
"19767","ZNF140","ENSG00000196387","protein_coding","12",133080474,133107526,1
"19768","ZNF174","ENSG00000103343","protein_coding","16",3401215,3409364,1
"19769","ZNF200","ENSG00000010539","protein_coding","16",3222325,3236221,-1
"19770","ZNF205","ENSG00000122386","protein_coding","16",3112560,3120517,1
"19771","ZNF213","ENSG00000085644","protein_coding","16",3129777,3142804,1
"19772","ZNF213-AS1","ENSG00000263072","lncRNA","16",3100696,3150562,-1
"19773","ZNF219","ENSG00000165804","protein_coding","14",21090077,21104722,-1
"19774","ZNF26","ENSG00000198393","protein_coding","12",132986365,133032952,1
"19775","ZNF263","ENSG00000006194","protein_coding","16",3283283,3301401,1
"19776","ZNF267","ENSG00000185947","protein_coding","16",31873807,31917357,1
"19777","ZNF268","ENSG00000090612","protein_coding","12",133181409,133214832,1
"19778","ZNF280D","ENSG00000137871","protein_coding","15",56630176,56734086,-1
"19779","ZNF410","ENSG00000119725","protein_coding","14",73886617,73932521,1
"19780","ZNF423","ENSG00000102935","protein_coding","16",49487524,49857919,-1
"19781","ZNF48","ENSG00000180035","protein_coding","16",30378106,30400108,1
"19782","ZNF500","ENSG00000103199","protein_coding","16",4748239,4767624,-1
"19783","ZNF592","ENSG00000166716","protein_coding","15",84748592,84806445,1
"19784","ZNF597","ENSG00000167981","protein_coding","16",3432414,3443504,-1
"19785","ZNF598","ENSG00000292232","protein_coding","HG401_PATCH",63802,75965,-1
"19786","ZNF598","ENSG00000167962","protein_coding","16",1997654,2009821,-1
"19787","ZNF605","ENSG00000196458","protein_coding","12",132918306,132956306,-1
"19788","ZNF609","ENSG00000180357","protein_coding","15",64460578,64686068,1
"19789","ZNF629","ENSG00000102870","protein_coding","16",30778456,30787205,-1
"19790","ZNF646","ENSG00000167395","protein_coding","16",31074422,31084196,1
"19791","ZNF668","ENSG00000167394","protein_coding","16",31060843,31074240,-1
"19792","ZNF688","ENSG00000229809","protein_coding","16",30569672,30572734,-1
"19793","ZNF689","ENSG00000156853","protein_coding","16",30602558,30624012,-1
"19794","ZNF710","ENSG00000140548","protein_coding","15",90001324,90082206,1
"19795","ZNF710-AS1","ENSG00000259291","lncRNA","15",90074512,90082207,-1
"19796","ZNF747","ENSG00000169955","protein_coding","16",30530367,30535347,-1
"19797","ZNF75A","ENSG00000162086","protein_coding","16",3305406,3318852,1
"19798","ZNF764","ENSG00000169951","protein_coding","16",30553764,30558374,-1
"19799","ZNF768","ENSG00000169957","protein_coding","16",30524004,30526821,-1
"19800","ZNF770","ENSG00000198146","protein_coding","15",34978341,34988287,-1
"19801","ZNF771","ENSG00000179965","protein_coding","16",30407414,30431108,1
"19802","ZNF774","ENSG00000196391","protein_coding","15",90352284,90369146,1
"19803","ZNF785","ENSG00000197162","protein_coding","16",30573740,30585769,-1
"19804","ZNF839","ENSG00000022976","protein_coding","14",102317377,102342702,1
"19805","ZNF84","ENSG00000198040","protein_coding","12",133037292,133063304,1
"19806","ZNF84-DT","ENSG00000246394","lncRNA","12",133030389,133037252,-1
"19807","ZNF843","ENSG00000176723","protein_coding","16",31432593,31443160,-1
"19808","ZNF891","ENSG00000214029","protein_coding","12",133104779,133130274,-1
"19809","ZP2","ENSG00000284588","protein_coding","HG926_PATCH",21141,38201,-1
"19810","ZP2","ENSG00000103310","protein_coding","16",21197450,21214510,-1
"19811","ZSCAN10","ENSG00000130182","protein_coding","16",3088890,3099295,-1
"19812","ZSCAN2","ENSG00000291625","protein_coding","HG2280_PATCH",1092832,1119642,1
"19813","ZSCAN2","ENSG00000176371","protein_coding","15",84600986,84627796,1
"19814","ZSCAN29","ENSG00000140265","protein_coding","15",43358172,43371043,-1
"19815","ZSCAN32","ENSG00000140987","protein_coding","16",3382081,3401065,-1
"19816","ZWILCH","ENSG00000174442","protein_coding","15",66504959,66550130,1
"19817","AANAT","ENSG00000129673","protein_coding","17",76453351,76470117,1
"19818","AARSD1","ENSG00000266967","protein_coding","17",42950526,42964498,-1
"19819","AATF","ENSG00000276072","protein_coding","HSCHR17_7_CTG4",1185240,1293236,1
"19820","AATF","ENSG00000275700","protein_coding","17",36948925,37056871,1
"19821","AATK","ENSG00000181409","protein_coding","17",81110487,81166221,-1
"19822","ABCA10","ENSG00000154263","protein_coding","17",69147214,69244846,-1
"19823","ABCA5","ENSG00000154265","protein_coding","17",69244311,69327244,-1
"19824","ABCA6","ENSG00000154262","protein_coding","17",69078702,69141895,-1
"19825","ABCA7","ENSG00000064687","protein_coding","19",1039997,1065572,1
"19826","ABCA8","ENSG00000141338","protein_coding","17",68867289,68955392,-1
"19827","ABCA9","ENSG00000154258","protein_coding","17",68974488,69060949,-1
"19828","ABCA9-AS1","ENSG00000231749","lncRNA","17",68944531,69042784,1
"19829","ABCC3","ENSG00000108846","protein_coding","17",50634777,50692253,1
"19830","ABHD15","ENSG00000168792","protein_coding","17",29560547,29567037,-1
"19831","ABHD15-AS1","ENSG00000264031","lncRNA","17",29560547,29707090,1
"19832","ABHD17A","ENSG00000129968","protein_coding","19",1876810,1885496,-1
"19833","ABHD3","ENSG00000158201","protein_coding","18",21650901,21704780,-1
"19834","ABHD8","ENSG00000127220","protein_coding","19",17292131,17310236,-1
"19835","ABI3","ENSG00000108798","protein_coding","17",49210411,49223225,1
"19836","ABR","ENSG00000278741","protein_coding","HSCHR17_2_CTG2",42766,231794,-1
"19837","ABR","ENSG00000276016","protein_coding","HSCHR17_3_CTG2",42766,155453,-1
"19838","ABR","ENSG00000159842","protein_coding","17",1003519,1229738,-1
"19839","ACAA2","ENSG00000167315","protein_coding","18",49782164,49813953,-1
"19840","ACACA","ENSG00000278540","protein_coding","17",37084992,37406836,-1
"19841","ACACA","ENSG00000275176","protein_coding","HSCHR17_7_CTG4",1320988,1645974,-1
"19842","ACADVL","ENSG00000072778","protein_coding","17",7217125,7225266,1
"19843","ACAP1","ENSG00000288169","protein_coding","HG2087_PATCH",94894,109842,1
"19844","ACAP1","ENSG00000072818","protein_coding","17",7336529,7351477,1
"19845","ACBD4","ENSG00000181513","protein_coding","17",45132600,45144181,1
"19846","ACD","ENSG00000102977","protein_coding","16",67657512,67660810,-1
"19847","ACE","ENSG00000159640","protein_coding","17",63477061,63498380,1
"19848","ACER1","ENSG00000167769","protein_coding","19",6306142,6333612,-1
"19849","ACLY","ENSG00000131473","protein_coding","17",41866917,41930542,-1
"19850","ACOX1","ENSG00000161533","protein_coding","17",75941507,75979177,-1
